0	1	2	3	4	5	6	7	8	9
('5KAnWG2JzhbMHJ8j', 0.5712838971038663)	('2tCiohnRFkJrnof8', 0.5704408437361852)	('JxIk0fneRwJwmhmW', 0.5643111373501564)	('D46DF60xWITpICPL', 0.5617939078206611)	('xcWYLAbgy0udCFmC', 0.5611533662152239)	('7ZhsfreCAjHa8Nnh', 0.5549245352774081)	('EiK0UuSTezFQBe6c', 0.5430033505440944)	('sY43Vcsj6bSeYs3G', 0.5425888412621603)	('CvVbPxR20KsAD009', 0.539554402534221)	('Nj4NhKfCGqGSH0Nl', 0.5363883564698675)
('rxxyZJ7dFZ288LHf', 0.5216473345788863)	('5dDcdJt07q8BObYg', 0.5197019592593585)	('ovqSpdUbgFRRGdyi', 0.5000528456335867)	('WZk9NsK9zECWoYku', 0.4983362639086908)	('oQ2sE8B1HV3oip4D', 0.48730420474843017)	('GYOmFpphNqfLeNos', 0.48689441204128614)	('N7fEr1Bgjr7Ezf3F', 0.4809850377882157)	('7MfGbFeJhO77dOqe', 0.4664173467812615)	('CJpJU5oNGVXL1dQJ', 0.4654124647818448)	('0JYaNceX5H5sSUJi', 0.4587761245919939)
('urZ936Ggbtk727BR', 0.41081438618686056)	('C3aPWP9mSNzUDfU8', 0.37101724090332755)	('dgY2wKP0f5gJ0flp', 0.36533624179961355)	('ugMbC4GKZjKfDxWN', 0.35144335935814197)	('IOotPvHBXmjUyAuj', 0.35132370572904864)	('V2A3wepNp0EetCy0', 0.34842322369674494)	('hWP1OD0kv7fJkiRm', 0.3475974574101188)	('do5MoXcipigjraj7', 0.3473056128469989)	('OPy8wJgFvgSEHgLz', 0.3455430170927378)	('c3jtqmfCO2VPQ2EO', 0.34487951085932483)
('2IZjV6srFH5YXkFr', 0.5194881330927194)	('WP4RkO51CCZnKBlQ', 0.506586398644864)	('jAmlfX0zCVbOy778', 0.5065693882423624)	('Lp6lyY1gdZJl34kY', 0.5037848912478149)	('UIRIKK5BttiXm5C1', 0.4989019637183687)	('wuUoux0bgSjXaxrX', 0.49748676044886697)	('AFS9IOxKup7q3h8o', 0.49704095383601626)	('aYfhVF6MlwbLPm0i', 0.49540775410206456)	('tXn4CAOHq2smr0pM', 0.49174885091846066)	('UWWjwwfGBpzjhjt0', 0.49164521272076045)
('ooopTtHdA0AqT9jY', 0.6413113017886523)	('cL7QZdFzgM35FgKM', 0.6398458175478209)	('4tE73sPTNQvO0BkP', 0.6359778166321848)	('Z4kKoPbOfUargtN5', 0.6257144307903711)	('D46DF60xWITpICPL', 0.6251306193943401)	('EiK0UuSTezFQBe6c', 0.625058295715533)	('yFJONyH8gTHh4twI', 0.6233657802475933)	('xcWYLAbgy0udCFmC', 0.6196593141161179)	('nhmJJUCL6wqAXtzL', 0.615904075886855)	('XJ2J0pk40oXB3qIV', 0.6138329838522177)
('P8qxHDSBDJzT6NwC', 0.691418878955979)	('EWRmOOav95GYKxE2', 0.6684030158315833)	('2IZjV6srFH5YXkFr', 0.66333896979181)	('3rmHRodVfhHkzFYy', 0.6576955630658501)	('UIRIKK5BttiXm5C1', 0.6568685905587857)	('SSDnJww24KC2rwh5', 0.6550266627019719)	('hAkFH1cGy1fLhCUr', 0.6541410624183547)	('xTkNXKaWbD5Koq8M', 0.6387687668872934)	('xsk4Eo8jSHj0SRvu', 0.6379880300163285)	('nJ1ayYd5TCyBjifw', 0.6375865298568932)
('8dcG2m2GyFqIgDtF', 0.5737690760109178)	('I1AW2OYx0QyxSToh', 0.5576491871368782)	('9ECfsfc0ChaQQ1bD', 0.5505036581383791)	('YWmXlDp3BjUTmkbx', 0.5320911214471735)	('uVz7uls8NduSQdDg', 0.5276543954833349)	('ASVzFkWn0w38dydN', 0.5211067751919746)	('YRITQ7o80HnaO5vC', 0.516387176860128)	('ZmVDCi3AzxElzcbg', 0.5118635264264317)	('uxPYFbqe1CZZx0fX', 0.5112893280990803)	('RC9U77pJ8VEnsMRx', 0.5094951085626597)
('h8yzKqyETop7gWog', 0.35727190466053643)	('SKNfHOjz6hZGySM3', 0.3541929254576505)	('cqO02dSdiVvPKzx8', 0.3470264894392604)	('G4B4fuFVkSqWzTHl', 0.3413268620002488)	('3jZ9kyF9qmMjIj14', 0.340810869567118)	('nBdT7W7uaLtZkN0G', 0.33705072065252767)	('Q9ji3TxEcglfaJXB', 0.3343469727764319)	('2bPvsQFjAlyF8cu0', 0.32326067745723736)	('80P9k7mawKhBRHbJ', 0.3228278975457369)	('lChQX1cZG7eW9pVJ', 0.32185310141651857)
('KJ9uHHRaK27UerQl', 0.5993544425921691)	('TytooNyEehYhy64v', 0.577132858187065)	('EylLg1MQcHmSa6WQ', 0.5708656561328389)	('zc0de8jOQzVtc0fN', 0.568942423331483)	('WgysWGs9JAJ5AOkc', 0.5613311192794992)	('txqWKZVHf2RucEeY', 0.5598126691411186)	('jqsrY1pVIdx6AnGN', 0.5526109769898637)	('w9ODQqJAMcEC3q8t', 0.5446520584674316)	('H2gelsotmlTqujBV', 0.5377833037002587)	('0Wc7JGEjjUDM4vp2', 0.5343475566827943)
('stpyphifTWYUdzd5', 0.25901697192762324)	('h0ICQ49mSTK9IBl6', 0.2485357132924141)	('lxMVvMEW8La21pWQ', 0.24610969270049216)	('XmpF2EKY6mW7LMy9', 0.24523508330347898)	('6Z9e44DMD4Il2ZkD', 0.24348652247805005)	('JKxDOWvm2dwbxVGd', 0.24269254986591354)	('SxfPDWT7SU3Rf7vS', 0.2351658999720244)	('3ur9VXvhUvHSMZIK', 0.23459873816809404)	('DUgxTfu1TneqtqoH', 0.2332599304023386)	('fs640kJd58UgtiG7', 0.233199553197668)
('QzIpVi163R76dQuq', 0.513745096305357)	('ZrsdL1dzzsBPVZKO', 0.4863062975109438)	('tOKLROJ6FAswhrTw', 0.48368185956389137)	('QWX0h5QrO8RYoPIr', 0.46406814051223455)	('loEHz7lLOBNYx6VD', 0.43709942838009164)	('59SqMxwz7hiKgavN', 0.4298787607726)	('Q184jyNN53BUzZh9', 0.4255237996871082)	('vkeSbRWczyhtThwz', 0.42397926976335504)	('KdNVAUa7SJOUUSev', 0.4165191706541451)	('0zojNJCp12ghZn9s', 0.41401139556803873)
('gH2sydFqsTPR3rjl', 0.5978149539264882)	('KO5bV2cN61zILYqO', 0.5335085799806878)	('aPI5DLNVHtXLLZlO', 0.5304741628111201)	('CfCJl3HWjZCvaTv3', 0.5298569078709983)	('hAkFH1cGy1fLhCUr', 0.5207834422939164)	('GR1GH1ei44Csdz8t', 0.5198007390784523)	('7yqWw3pZPkcCUC2M', 0.5117680869338262)	('Nz982Cs73ERZr7iP', 0.5064071984481705)	('U0fgnyiJBI9Ypbsj', 0.5059503447972901)	('feL0fkfVqeiMwPUg', 0.5028547270895707)
('6D7zrK0Adoi9k7BF', 0.37007865637080206)	('lKjfKD7iubyEaZSP', 0.351092464411987)	('OZFUWxluXFyHNZ59', 0.32782519593918164)	('VS5BXP0BmlnlCVq8', 0.3127093054483224)	('qES5o94VP8t2XZTT', 0.3008688441792037)	('Fmcokil0C06HOb83', 0.2992675803783361)	('L8Og27BahD91hNM6', 0.29486789648094125)	('hPH6A2Zx599oJr7P', 0.29408239072903336)	('4U5K9CSgnSfUbI99', 0.2932734099569517)	('o80qmfRG6FOn16Ka', 0.2926233895830031)
('JqO4c0zUgkXCxDx0', 0.4542825094233807)	('CIFZmQkOQQ4Y40YI', 0.4537482084398279)	('ekH6L9IN4ziWuKuG', 0.44646050317415725)	('8hhTmpStucM5Ql0z', 0.42773760427074614)	('a5OczTk7N77LtLPB', 0.4275769670320003)	('uBgg2UNiF402DSTt', 0.425472944747561)	('R8NkOOGL29kp50Xj', 0.42543307524416696)	('WvfI9nwOhK7dOlpJ', 0.42527002576296596)	('nBId14vHwXSQHFQV', 0.42400157301898667)	('vOv3DUaWsF5t14WL', 0.42062896352079976)
('zsBSl3gUPiEZzfvu', 0.5957130174233854)	('FFtQyoUyiRXOMzSY', 0.5867075282101742)	('6KXo2PqyvSeLVEpV', 0.5734055849868356)	('MIVpdK8L0l0CoBWX', 0.5677124457017607)	('9rhl2G04SHdMZLq8', 0.5640837679058421)	('b2xlM8IKxjMTeHgo', 0.5637501351995748)	('yiLeQr0aRUIubTPw', 0.5527433124868937)	('y16ceYuRGrjP3If0', 0.5503076774192365)	('L7gVYvcJZULscf9R', 0.5500965208353645)	('fobb5Nay2c5gm8PM', 0.5436877257442121)
('vnQzBX4FAi2KDXwp', 0.5767998860961636)	('kC8ItuaAbAJWNv3v', 0.5477631565685084)	('hCu2X5Tke9ATZ4uV', 0.5132981036988331)	('VIgFPHwnw7rbixcT', 0.5132888529315969)	('NxAAyq4j8drO6uBU', 0.5052315982895446)	('Y8XwpDYUHZrrgSqZ', 0.49544067265967295)	('vYPxtdtxMiYm19la', 0.4940917122934626)	('ISNlLeHquvqSE6IB', 0.4811583942488191)	('o33adzkUn31UEAtO', 0.4774442695382869)	('1CCSNgcHsP1fqhiE', 0.47487449788127867)
('GVq9iPSKr4l5IY8O', 0.5824233280535405)	('MmzSHmggheIo5pyn', 0.5202881067929697)	('KRfKxafMjhFbiYkE', 0.4969120717907499)	('z3EiE0NmcDImyh3B', 0.4950696578479349)	('3PNN0FflXSJDEwSx', 0.4925823021461242)	('QRGCFUepeaetTQdb', 0.4830704346118295)	('kOVK1Bh9ihrB0CkJ', 0.4816776176910962)	('2iYRelCCfGkKxQOS', 0.4797933066075156)	('uyMzxxGWUbuZ7CnC', 0.4774925339866764)	('YKwGJv6cirMHGTT9', 0.47638193872719403)
('uNEQ3egXIK7qJms7', 0.39838717582925537)	('Rxc9mqqAkcWf5PZW', 0.3720802437956561)	('B0KfRhZzhobLQS28', 0.36509349044609973)	('vqcmb7oulGyB524O', 0.3615180993011335)	('gajCqaoxw66rjYUc', 0.3310837017549353)	('LRHEy5htrDSiGPC9', 0.3278699099115163)	('lR2oU6cJMDXA0Q5F', 0.31870137095154777)	('SQ1Lgea7H5jpASWg', 0.31677163062523783)	('oiJUeLdVwgBzhPiI', 0.31348345694124335)	('KSFqEF78UeE2v8za', 0.3101647240612344)
('kNqrRjBGGlQJikwq', 0.6096032348937535)	('qtI2udJpwde94hTQ', 0.5931734989281645)	('eVA537nbfD1aS7xb', 0.5871838629087501)	('H2gelsotmlTqujBV', 0.5852895149784291)	('emWzXdKLiZEcq0WE', 0.5777956008065038)	('CK6088zZNE8lbzug', 0.5766129075512648)	('bT75PhG3NdF7PZ1W', 0.5754790213137465)	('bP9ZktHAPThm09Fs', 0.5732598940507936)	('jqsrY1pVIdx6AnGN', 0.5702543877519725)	('a5OczTk7N77LtLPB', 0.5697013260748514)
('yRsKR8ectIxgSt78', 0.62124711185631)	('WrO5G0BU9P0qNtHw', 0.5721052929673776)	('x7VJwzSyRISBpAQi', 0.5689169181879081)	('LmBeTTydgEYCXgUW', 0.5686059527484174)	('SapKhbn1GGlJKlWI', 0.5611775042772003)	('1Z5P3BjuKWzGDzoo', 0.5529036070060148)	('rxxyZJ7dFZ288LHf', 0.5485335550730196)	('QHU0SLyrhmoV6cvX', 0.5482321384299773)	('eBPJZjVlgcCPV1dg', 0.542804491084955)	('DKoaxlwQEKc4lELm', 0.537527802401752)
('u51dV5S7ZbC3Vrn7', 0.611169570633043)	('UzvrpELONhh1Xc59', 0.5988611828989513)	('r33DVgRlOsoVts9c', 0.5960524607094856)	('NmJRqoipEN80wJot', 0.5953611456633805)	('4YXTqCeHYC5L2sCb', 0.5818455500875408)	('MwCQ1xELqNXCzouH', 0.5763611235711029)	('h5MXjql7SV7TxNVl', 0.5752171440154707)	('NcJM6LYjo623WZNd', 0.5725599365540759)	('5EhorbjgWx6gQWck', 0.5705411170171141)	('yukcozI2a7igd7CU', 0.5674059533548179)
('2eREUs8hwNGjulGn', 0.6615928110068823)	('oKNu3wmU88In3Mm3', 0.6348590473133059)	('WwSQqMIUb6Oc00oH', 0.626288449426895)	('vaVl8NO7guwLPxnz', 0.6261030245338182)	('36bH1xyw3L0z9Tzo', 0.6257642672501278)	('4fxo4XoaT5uRrQWX', 0.62314572057331)	('PLOgMxOYSI8GzaXA', 0.622619943986341)	('spSvaSLAy114Y23f', 0.6192356861843233)	('16jxfd07xBklQSCr', 0.6191206093490704)	('nY793S0Nmnw3WVah', 0.6190956088698505)
('iiUveYG1BM5KROVd', 0.44191813161226146)	('BJG2OIrToMNZa4xy', 0.43650453212468787)	('i3Hq3mMS2pL8aWsU', 0.43491693177682345)	('rjKvo8FxR7FRvK49', 0.4229708273257331)	('QGdgQboTXeD8gPcZ', 0.4159364657874258)	('EC3jg1iDL6Q8cvcP', 0.41407547212899215)	('A4zPamKFKv5DdO2U', 0.40994669211466583)	('Q60VkxosB7oQ8YNH', 0.4059742607022504)	('SKNfHOjz6hZGySM3', 0.40539870928427413)	('butR6ck5hkOFug1U', 0.40104251707103195)
('L7gVYvcJZULscf9R', 0.8169134844718811)	('bMTjmxX2psrPeSyv', 0.8122148351205877)	('kObtPNCEmcSyfTt6', 0.7895891383210546)	('n3J10IFEGSmdS2la', 0.7861786227232985)	('7afnYuMcGVbNxlEG', 0.7813515999417776)	('sY43Vcsj6bSeYs3G', 0.7780972975975708)	('6wuMDtSbhevNau8a', 0.7761357580149122)	('9rhl2G04SHdMZLq8', 0.7742927490548399)	('53mtA7rHOVa6LByt', 0.7724022191140092)	('y7YlVS4ptVmDNpCe', 0.7688592812403108)
('vMIexSFSxwRD5JGs', 0.6066657894354583)	('vVMN4kCHjfI34Mx6', 0.5851985380625856)	('EWRmOOav95GYKxE2', 0.5645248946718132)	('54DoLsp3poYfXKXK', 0.5634298260611971)	('3JT6jp2pCjf7BxDX', 0.5573147616960207)	('nJ1ayYd5TCyBjifw', 0.5565795172325573)	('lCqVlFaTe1dVYMov', 0.5482745798355808)	('mSkmd9yspk3hECv3', 0.5378901140898404)	('zyz0UbYN4n9rHXex', 0.5248498625042943)	('fK42C4rF0XKFQSKY', 0.5247301229727239)
('n3J10IFEGSmdS2la', 0.6536120137867097)	('NmJRqoipEN80wJot', 0.6495985716608309)	('3zunVGLsZK0jdx8C', 0.6494448624378496)	('p4TP9oBnIoAIiFtw', 0.6462510731044652)	('LEsoWCESdo0w4Jpv', 0.6446513603876168)	('gzBilUKgHBLjK0Hi', 0.6446378409997144)	('Ezwh6WYzeSpqFWaP', 0.6445337151389037)	('clRRL05YXjFbiR0o', 0.6445043243339876)	('hbE1l46mtXoB2Lac', 0.6428853304623507)	('kObtPNCEmcSyfTt6', 0.6426284552158225)
('uJAWMf4CJE4a35i4', 0.5238483040929007)	('iJIdrFqDnJtRNJoD', 0.5183545378424899)	('2eKEeOfxNK4bxQp0', 0.5171230781428412)	('h6UVygOZUZmbO4gX', 0.5057598159329394)	('lczXdinRbQyhIEad', 0.49326218739390953)	('oKq0CBJKKl90hGrA', 0.48260985387765143)	('HJGyJHM0q2ochKcR', 0.47960239108645253)	('KjQZmHNRq678fOJd', 0.47669525568419074)	('wv31PcNiaYRZjBo2', 0.4733286942528507)	('ooopTtHdA0AqT9jY', 0.47270177813735753)
('GVq9iPSKr4l5IY8O', 0.42390784196894193)	('JUWHRdg6KEa5VqqK', 0.41829710893057076)	('GPWFrxLkmmzBJyWy', 0.41721851547374106)	('0BVyGvdW4ntQDEcu', 0.41522784024296777)	('69QbPeCZgeBiMWmG', 0.38325950685812693)	('UUT3MnnHgEmcJVPR', 0.3815799297300995)	('z3EiE0NmcDImyh3B', 0.3699801021719777)	('l1XlZd8wo4IO5fn5', 0.3655812349713248)	('wog1gjRmttBHZtQ6', 0.3607263694515541)	('Xcn0ZCuNigtDbl36', 0.35600441091486357)
('cMO4dq9xdYcKGMOE', 0.414218002079082)	('JxIk0fneRwJwmhmW', 0.4045374572234215)	('scdB4T606h7kxHjJ', 0.39352712644711774)	('E6QrKKiL4134JTkV', 0.39047716289965007)	('snZcvLBCVs0ynrjD', 0.3854568064043686)	('9ALEcwUfkHXd1uem', 0.38111641203824653)	('nQ4qyKRGbqDO38tb', 0.37957981393927154)	('rmmey99kSxC0Ca78', 0.3793934153978431)	('8C4D2WQXhlWvjyXW', 0.3789958193041248)	('HIkZEXTfO16B1dbt', 0.3732854244612705)
('nY793S0Nmnw3WVah', 0.6457543294374467)	('ZSdjXRSSTrQM4ONP', 0.6429098571604718)	('qx856tJyAiQXXbeu', 0.6419153448466863)	('WwSQqMIUb6Oc00oH', 0.6380092428371177)	('EylLg1MQcHmSa6WQ', 0.6368949138337655)	('NxAAyq4j8drO6uBU', 0.6323292662331741)	('6AYff4IFMcQeMFHi', 0.6297052703481897)	('9So7TgZjEYStsGB4', 0.629080585870675)	('H2gelsotmlTqujBV', 0.6187325082089531)	('KJ9uHHRaK27UerQl', 0.6172359708974275)
('LCf0x3hG5pCDaK1j', 0.47511866262465396)	('gOTEF7cY5P3cbi9A', 0.4738899883854313)	('k6ZHC64Sv3ZF5BDJ', 0.4346185795288459)	('8hhTmpStucM5Ql0z', 0.4334159731998538)	('A617iDGWPxF2xKKn', 0.4246857300345387)	('Hb6QxQ3eizAI9OJy', 0.42343490769447867)	('wcTTGNAG7Xjy1MqM', 0.40490386290322455)	('LArarDy0SyTJDoIZ', 0.39969129251314167)	('QgCSYJwimIpcmd75', 0.3963494231903543)	('yL3UJz4IgOVhcts2', 0.3958674186744283)
('nfnpXXUFv8b3Vi6i', 0.47107411848666775)	('WwvmJNsrzdFVjAfL', 0.45201255645503224)	('KxVk0UdKxRQRyZ1V', 0.44778291107776114)	('fiElM2mqSyXLx3uX', 0.4374923956720054)	('uGYJvFA3PvU3NJQ0', 0.4219696787725099)	('UGLBYMkokII0QKRt', 0.4190034407448532)	('UGSE5aV51CG4o64X', 0.40744261124111886)	('owgNTOp52BmoLWAr', 0.40422523286407597)	('UYTAxbKPpfF3fqXB', 0.40124619656639227)	('przY84ThvBjvHe7s', 0.40105166415394095)
('YYRldwLD7DjPA2nw', 0.743854758314522)	('5i9Rj9XyqhEfSegl', 0.7277329182675057)	('CfCJl3HWjZCvaTv3', 0.7270085621869541)	('QLlSmNim9REpHtZn', 0.7132539288083876)	('wvrZy2Xgc4Nf0VzZ', 0.7126846909138719)	('UYnklBBToUS2b2yW', 0.7113425736498868)	('mgjDCaqqLfxz1070', 0.7089189868828772)	('MzFlDNw7zSvhZ7pM', 0.7071988253714854)	('SxAc4YP417HvkkMf', 0.7038640647769842)	('4r1IjzqHAOYQlgfS', 0.7032192542290899)
('LxQu9ZgJ7CCIH8pF', 0.4634882355473147)	('xY3OHMENRBWvF4dF', 0.4428552098476305)	('TwiQFNuKVjHQ27ou', 0.4196259391730676)	('dq2AgN5P9I7f9X3z', 0.4129400325949003)	('qUE9u0Hwgx9dbTlL', 0.41265693631399164)	('v2ToYBkCI8s9M8MH', 0.41142420747754305)	('tnB6uCl2CTvyIywa', 0.4081623440472991)	('0itcRwcX5ZAVrFXa', 0.4057590816996921)	('vOzq1Mj8Ww9bJ7NV', 0.4002952593935402)	('bzKC3quTf7xliRmN', 0.39045752630147257)
('nY793S0Nmnw3WVah', 0.6109493551542426)	('60OSb9vno2104Lbw', 0.5593219303763263)	('5SLhbjsCaAAdMGFG', 0.5545539170930847)	('dshp5ViYSOYckUgi', 0.5530554137741157)	('bT75PhG3NdF7PZ1W', 0.5488863420221335)	('5ArM5G1F2qenTBYR', 0.5340566277662999)	('K6ZbU5JTI9o5aQfu', 0.5324055855690173)	('fV9BmTl22n3hunyh', 0.52986872182305)	('bP9ZktHAPThm09Fs', 0.5288923347746117)	('WwSQqMIUb6Oc00oH', 0.5257638694076777)
('3kjR92kZBsyFnY8a', 0.4763851966300638)	('jQYLaYeOnQt0E839', 0.4693967527245878)	('NcsDCgRsoE4IguEQ', 0.44510542059372904)	('9upCuc7pIWwpxxPU', 0.4430946869531946)	('oov3Rs6RG3l82soF', 0.43501458979665275)	('el2rJOEuanF4ftzD', 0.43319573002831385)	('K90gzEQvo7ezB92j', 0.41986298176180437)	('dM0xLgekoxu8BB9G', 0.4177886125153431)	('baDuerXJ7Lx31E2e', 0.4170026799829702)	('dmlywJaBrKL3TCzl', 0.4121552984032379)
('85krMisp9eMLODi2', 0.5817308560799)	('PTjAgaULILFpDWCm', 0.5077776601846715)	('aJc2iUAYrCaf0GQE', 0.49844600746510176)	('KJ9uHHRaK27UerQl', 0.49430349337201734)	('vUAG0LTs2Zl2pLpt', 0.4892913314621696)	('vnQzBX4FAi2KDXwp', 0.4748251146125141)	('dM5HLLmari8RFZQi', 0.4735182487385192)	('Dcp0zcMIAkJU174V', 0.4724496107147994)	('pAzgyML8giA3E70J', 0.4716239057895425)	('Qq299h5cR4S4uLMH', 0.4684839437309157)
('eKhYRMoO4FiFC90d', 0.6199837016902546)	('4NyMsdTfS1vA1Nsz', 0.5866506221670492)	('a0Ocr6MeNnVhBR1y', 0.5812511194220401)	('gUQdKvNp4JCLM5ku', 0.5705152473285372)	('HaRuIk8jhyisuHfH', 0.5456584739808835)	('M4IrvSFYcTDYOZpu', 0.5389615017841657)	('6zakI14PsX55mIRm', 0.5367616932777199)	('IfFwLGCQOMsKMLws', 0.5223313127602569)	('Wi5VoAGKfSo81Gio', 0.5054590232910099)	('wvrZy2Xgc4Nf0VzZ', 0.5033175205714303)
('D46DF60xWITpICPL', 0.4810230603874248)	('RK4xxzzuWIpgn88M', 0.47217943665131945)	('AKE0acTdRRrDohU9', 0.4622533409616881)	('vCBgO0r5jQIBKnt3', 0.45866691492617784)	('6zDgi5WXaUichqZ7', 0.4546767152728469)	('53mtA7rHOVa6LByt', 0.45449316561635744)	('XaOkF9nMqPvSJLjg', 0.454296511043123)	('0hKlEmVgAORW1A02', 0.4542411043395949)	('pXs4kTbEJPjxrGpR', 0.44611854454225186)	('mjBqNBFLspc3FCtE', 0.44596028163809665)
('svzZTDaQPsbtQCHm', 0.642564379586918)	('Hb6QxQ3eizAI9OJy', 0.5877822620273787)	('pmHcEjRa4hDAZZCP', 0.5746995944197336)	('CLtPEcep00zlBPgY', 0.5692911727744455)	('vAKORidvo9gDhcu0', 0.5651968671570586)	('4btGAxG5Jaupx0Z7', 0.5614990986554269)	('HaRuIk8jhyisuHfH', 0.5513144730717345)	('2K1SfANKQR6RJHNN', 0.5451016847107866)	('Uv3nRAabmAClTHFV', 0.5415563871468936)	('dwtre3PBlQu4B2Nu', 0.5375888665484714)
('FD2gfR8FQxCZfJF8', 0.7110082362766)	('EjpF1BUyTjsiggP2', 0.707254586684554)	('OhWRgLF4BsakSnXl', 0.7000546995023202)	('iiDE169ZjdsoAiiW', 0.6949958912857219)	('vVaI2cEqDWHM7naV', 0.6776861518142027)	('Uh40AtDxW81kiT1x', 0.6736795367741212)	('tnEkkF6rJXGe0hmT', 0.6732389444156872)	('z4pfNCH1xUBerW1h', 0.6603688546289531)	('HhkNFzWHiGPft9UF', 0.6512396382493311)	('6DiqMk5OTw4xE8tG', 0.6489001364503713)
('2cF7HdTqbIb5bw4S', 0.5714571795429682)	('dxdm54j7r5qHA7Qb', 0.5573170640017509)	('jJv36zvPl85wSi5a', 0.5559181646793545)	('xhQijlPya1Nzo6Pp', 0.5447611343892917)	('ZicUK6w7WI8JXiUZ', 0.5374654379051583)	('PKLqZNDO4sU37S7s', 0.5279012305576191)	('ZVVd8SCDX0vgDyTk', 0.5212241329364251)	('qVwKFf5dxh95bEAA', 0.5029974982415428)	('8GiGcxrIBOBtFcM1', 0.4962103251966689)	('vZc6DIAOIv2YV0iD', 0.48902958431528004)
('Hd9RYsn5T3tcG5W2', 0.4623079487811629)	('JJ75FJUIJsUtFGII', 0.4553789655554747)	('FxHZLR3kIy3tIZ04', 0.4551191570469043)	('G6qpt88wQAxSUBXw', 0.4419550074509908)	('YPLOCjRLWCyVeneD', 0.42780266519067023)	('cvYVtonyqBG4e2Ui', 0.4256905469111895)	('OOCHZysC0BbrMxuG', 0.42268697983418424)	('DIsTmIHqCtvtaj61', 0.41648041451452594)	('eSHC1DZX1IzWyXia', 0.40884663775299657)	('yyA3Za4koCGecYSB', 0.40524431095759483)
('Tx6KG4X6fEheS8o4', 0.6940647361438551)	('OBhjJ8FgJYVCu3kC', 0.6937572613625671)	('NmJRqoipEN80wJot', 0.6923569165450459)	('kObtPNCEmcSyfTt6', 0.6887600052394593)	('hF82YO6V2KkxdY7z', 0.6859622678493447)	('6wuMDtSbhevNau8a', 0.6760571579243565)	('5EhorbjgWx6gQWck', 0.675051651922383)	('VTiQufVGka4dXkST', 0.674871800063731)	('LEsoWCESdo0w4Jpv', 0.6748306217858963)	('xcWYLAbgy0udCFmC', 0.6735431337025651)
('OzJxZkIY1Hsgb6sY', 0.6496318066048548)	('C7yLSARIYHP7UTva', 0.6407597954775168)	('nP4fQq4Ktl5UQY6e', 0.6351158903462024)	('OesT7bMTscz2ZkRw', 0.6323436484412839)	('3zunVGLsZK0jdx8C', 0.6264184043622741)	('nuvxU4cn1hlGTfyY', 0.6262489366574732)	('sY43Vcsj6bSeYs3G', 0.6247659341390722)	('g3cve7pqIJEN7G0h', 0.6240303097725879)	('yrnQ3qo6XXb0MX7I', 0.6155256355050424)	('rC0J0pOTCF9SFcnC', 0.6125939006388028)
('LmBeTTydgEYCXgUW', 0.6219932624996264)	('8fb1ajrRliRUQObL', 0.6039613945950492)	('DKoaxlwQEKc4lELm', 0.6019468111955162)	('LivaZ25x4zX2XEu7', 0.5914696933654223)	('u8yIiM7FDH5dmGZv', 0.5807145424474418)	('4DoIoGrBablfLnfz', 0.573942168517645)	('SxIk5lAKcpxvAhfO', 0.5732043028064574)	('WZk9NsK9zECWoYku', 0.5721052929673773)	('vKcn4YVoBAKliLa7', 0.5667092202791039)	('TqfQLJGD3ycda4Wx', 0.5601734710926501)
('H2gelsotmlTqujBV', 0.4821255093018311)	('Dr5vijFUZDaMyGsg', 0.44845127284869946)	('TytooNyEehYhy64v', 0.4427935837512725)	('Z7BVpQKC74ikxwrx', 0.42831798932948945)	('r6kKHyzeIRwPbbRx', 0.4185592631774404)	('KJ9uHHRaK27UerQl', 0.417904105496369)	('T3K3wH4ID47TQdLy', 0.41580895562192494)	('R4pWohpf8CTNL1Ml', 0.4148623113641794)	('L76yXbX4hMnIwhiE', 0.4143420866157157)	('xKoIQXEMwkI5l8rm', 0.40770945945673476)
('r33DVgRlOsoVts9c', 0.6699255542612291)	('5CnBh0fLso79stnz', 0.6604684647304996)	('VhMlrjDwhpeKqGNK', 0.6590163438261973)	('t30RNwgYCMT9k0Nr', 0.6556995859805348)	('O1YKKFA84K1x5wFn', 0.6472099014462789)	('Yg5schEVH4fRgOyG', 0.6352497715298255)	('rT9HtQrPrRN7A4Zw', 0.6338040895956311)	('HasvlKVkh3kNRLEg', 0.6280020307785852)	('PArJx6kFxdzSRr5y', 0.6252120566237571)	('uFzvP6CNrj2GCQMs', 0.623535747664641)
('GwO4jQ8fWWKnH56l', 0.5707674304298924)	('QCXRQ9ClIIsHnqQH', 0.5325098840029531)	('hMoLbFgENhtFTrS7', 0.5259955897639841)	('Jhppol79SR16qvAY', 0.5193335308357433)	('oJxxtl8DLEPEzxDj', 0.5179010624231629)	('hkX5cdNI3VxWKVgR', 0.5151754219025025)	('2wpBAJJvohmYlNLa', 0.5139939497296869)	('Wi5VoAGKfSo81Gio', 0.5124406261978205)	('qINQQr8lLrIu54OM', 0.5107544112374041)	('wuUoux0bgSjXaxrX', 0.5095268280161982)
